total_volume,total_sales,total_supply,num_owners,average_price,num_reports,market_cap,floor_price,category,qtd_traits,qtd_editors,target
0.03,3.0,1.0,4,0.01,0,0.0,0.0,art,2,1,1
27.88383899900001,279.0,1.0,540,0.099942075265233,0,0.0449983333333333,0.04875,art,0,1,1
113.20343909157488,2207.0,10000.0,2577,0.0512929039834956,0,28.121197055384613,0.003742254,pfps,7,1,0
0.04,5.0,5.0,5,0.008,0,0.0,0.0,art,0,1,1
0.0,1.0,5.0,2,0.0,0,0.0,0.0,art,0,1,1
0.0,1.0,1.0,1,0.0,0,0.0,0.0,art,0,1,1
0.023,1.0,8.0,4,0.023,0,0.0,0.023,art,0,1,1
17.360888887999995,129.0,19.0,48,0.1345805340155038,0,0.0,0.0,art,4,1,1
890.338181102803,14337.0,4994.0,2708,0.0621007310527169,2,0.0,0.0069,pfps,8,1,0
0.3237699999999999,19.0,136.0,39,0.0170405263157894,0,0.0,0.005,art,7,1,1
0.00145465,104.0,16.0,7,1.3987019230769e-05,0,0.0,0.0,art,16,1,1
1.4426713899999968,291.0,2995.0,1019,0.0049576336426116,0,0.0,0.0,pfps,5,1,0
0.000656694,1.0,5.0,2,0.000656694,0,0.0,0.0,gaming,0,1,2
2.0863398999,85.0,289.0,111,0.0245451752929411,0,0.0,0.008,memberships,0,1,2
0.0424216589329046,571.0,44518.0,22911,7.4293623350096e-05,0,0.0,2.930812880453276e-05,pfps,5,1,0
2.404678463233199,469.0,888.0,158,0.0051272461902626,0,3.330458208,0.0,pfps,7,1,0
1.9583000000000008,212.0,2500.0,94,0.0092372641509433,0,0.0,0.003,pfps,7,1,0
0.10645,42.0,4443.0,1673,0.0025345238095238,0,0.0,0.002,pfps,7,1,0
0.25,1.0,1.0,1,0.25,0,0.0,0.0,art,2,1,1
0.05,1.0,10.0,2,0.05,0,0.0,0.0,art,0,1,1
0.0657729,9.0,18.0,18,0.0073080999999999,0,0.0,0.008,art,7,1,1
0.050032459,2.0,3.0,3,0.0250162295,0,0.0,0.0,art,0,1,1
44.723157104979975,2103.0,4997.0,1141,0.0212663609629006,1,0.0,0.1,pfps,10,1,0
0.0001,2.0,78.0,3,5e-05,0,0.0,0.0,art,5,1,1
15.078717524094388,1206.0,3500.0,1555,0.0125030825241247,0,0.0,0.0025,pfps,8,2,0
5.0097875,17.0,23.0,17,0.2946933823529412,0,0.0,0.0,art,2,2,1
0.033309,10.0,4838.0,2533,0.0033309,0,0.0,0.0069,art,0,2,1
0.01697,4.0,4659.0,37,0.0042425,0,0.0,0.0008,memberships,11,1,2
0.002,1.0,32.0,2,0.002,0,0.0,0.0,memberships,0,1,2
10.120827633967975,1177.0,5784.0,2451,0.0085988340135666,0,0.0,0.002,pfps,1,1,0
0.4172000000000002,27.0,419.0,195,0.0154518518518518,0,0.0,0.5,art,13,1,1
13.995058765898971,978.0,6665.0,4136,0.0143098760387515,1,0.0,0.0,pfps,5,1,0
2.841571311110497,215.0,1.0,228,0.0132166107493511,0,0.0,0.005,art,0,1,1
6.261245665708481,1051.0,1109.0,138,0.005957417379361,0,0.1540489704595102,0.0,pfps,14,1,0
0.001,3.0,444.0,173,0.0003333333333333,0,0.0,0.0,art,0,1,1
11.153000000000016,125.0,8.0,101,0.0892240000000001,0,0.0,0.175,music,2,1,2
0.33463848,59.0,2.0,993,0.0056718386440677,0,0.0,0.001,art,1,1,1
0.140900222509,2.0,4.0,3,0.0704501112545,0,0.0,0.0,gaming,0,1,2
0.43613261,5.0,413.0,204,0.087226522,0,0.0,0.1,pfps,6,2,0
0.00993095195,5.0,24.0,3011,0.00198619039,1,0.0,0.000112212,art,0,1,1
0.8102500000000001,64.0,5000.0,127,0.01266015625,0,0.0,0.0,pfps,11,2,0
3.899999999999999,8.0,22.0,8,0.4874999999999999,0,6.6,0.0,art,0,1,1
0.006,1.0,94.0,3,0.006,0,0.0,0.0,art,7,1,1
